"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","biotype"
"Efhd2",3.619685078852e-170,-0.806700820909929,0.112,0.486,1.00315952275304e-165,"myofiber","Efhd2","protein_coding"
"Tagln2",9.21239832209601e-170,-0.942877231224279,0.276,0.664,2.55312407098569e-165,"myofiber","Tagln2","protein_coding"
"Rps6",1.30135508430878e-169,-1.16080282739057,0.579,0.813,3.60657548065334e-165,"myofiber","Rps6","protein_coding"
"Akr1a1",1.89365806901297e-169,-1.05451638280939,0.53,0.817,5.24808397246255e-165,"myofiber","Akr1a1","protein_coding"
"Rap1b",5.57028708985844e-168,-0.977297136272529,0.231,0.619,1.54374936408337e-163,"myofiber","Rap1b","protein_coding"
"Cox8a",6.19758981725225e-168,-0.806870758905675,0.576,0.841,1.71760004195329e-163,"myofiber","Cox8a","protein_coding"
"Ldb3",1.61313150715305e-167,0.614446203035301,0.997,0.974,4.47063265892397e-163,"myofiber","Ldb3","protein_coding"
"Lgals3bp",1.75005480524979e-167,-0.702306828827381,0.146,0.543,4.85010188726926e-163,"myofiber","Lgals3bp","protein_coding"
"Iqgap1",2.47403876884621e-167,-0.790326875141032,0.147,0.529,6.85655104398039e-163,"myofiber","Iqgap1","protein_coding"
"Ckb",3.57887298057717e-167,-0.699958956711121,0.152,0.553,9.91848857837156e-163,"myofiber","Ckb","protein_coding"
"Cd68",7.64698716621628e-167,-1.35593121556165,0.176,0.538,2.11928602324518e-162,"myofiber","Cd68","protein_coding"
"Hexb",1.78341923263631e-166,-1.14029513486798,0.182,0.555,4.94256806132826e-162,"myofiber","Hexb","protein_coding"
"BC005537",7.90767534887191e-166,-1.05945532977528,0.336,0.703,2.19153314618636e-161,"myofiber","BC005537","protein_coding"
"Scd2",8.64048871525415e-166,-0.721571866575143,0.168,0.579,2.39462504254553e-161,"myofiber","Scd2","protein_coding"
"H3f3b",9.74321779616921e-166,-1.07971964767468,0.511,0.792,2.70023538003033e-161,"myofiber","H3f3b","protein_coding"
"Rps15",1.38304774463053e-165,-0.63880654649685,0.967,0.98,3.83297851946905e-161,"myofiber","Rps15","protein_coding"
"Ttyh1",2.5664577259571e-165,-0.800467139620828,0.943,0.992,7.1126809417175e-161,"myofiber","Ttyh1","protein_coding"
"Atpif1",2.86064674803149e-165,-0.886283398361271,0.327,0.692,7.92799639749447e-161,"myofiber","Atpif1","protein_coding"
"Eno1",7.17537650139363e-164,-1.32325905440949,0.119,0.467,1.98858384359623e-159,"myofiber","Eno1","protein_coding"
"Prelid1",9.36153722381982e-164,-0.910826990371709,0.204,0.587,2.59445642620942e-159,"myofiber","Prelid1","protein_coding"
"Pf4",3.31013453545567e-163,-1.72962448284513,0.258,0.61,9.17370685156185e-159,"myofiber","Pf4","protein_coding"
"Dap",1.14650311230971e-162,-0.573377155774917,0.089,0.452,3.17741872545512e-158,"myofiber","Dap","protein_coding"
"Mrc1",1.3885707934175e-161,-0.886068174265347,0.153,0.528,3.84828509687726e-157,"myofiber","Mrc1","protein_coding"
"Ucp2",1.48429303568292e-161,-0.774831872619935,0.132,0.5,4.11356971909166e-157,"myofiber","Ucp2","protein_coding"
"Rpl17",1.64668089840158e-161,-1.44868246214794,0.456,0.706,4.56361144183013e-157,"myofiber","Rpl17","protein_coding"
"Fcgr3",1.68289562343213e-161,-0.638928005033822,0.089,0.444,4.66397693077981e-157,"myofiber","Fcgr3","protein_coding"
"Rnase4",5.63167675804959e-161,-0.773574767836871,0.271,0.679,1.56076289672586e-156,"myofiber","Rnase4","protein_coding"
"Capg",1.29769393600347e-159,-1.02879507493549,0.15,0.509,3.59642897424002e-155,"myofiber","Capg","protein_coding"
"Pld4",4.795011181374e-159,-0.610700961188418,0.071,0.414,1.32888939880599e-154,"myofiber","Pld4","protein_coding"
"Tgfbi",3.49249658357066e-158,-1.15436970694655,0.215,0.572,9.67910503170771e-154,"myofiber","Tgfbi","protein_coding"
"Anxa4",8.93995707582108e-158,-0.624879313535587,0.102,0.463,2.47761970399305e-153,"myofiber","Anxa4","protein_coding"
"Txn1",1.06503250170306e-157,-1.10024233441631,0.455,0.758,2.95163107521986e-153,"myofiber","Txn1","protein_coding"
"Pkm",1.58013967808992e-157,0.4685265350798,0.999,0.998,4.37919910385839e-153,"myofiber","Pkm","protein_coding"
"Cd300c2",1.70504103677354e-157,-0.558986624362135,0.042,0.353,4.72535072931418e-153,"myofiber","Cd300c2","protein_coding"
"Rps25",4.43145366097636e-157,-0.720145350492618,0.91,0.957,1.22813306760299e-152,"myofiber","Rps25","protein_coding"
"Tmem106a",4.48160802740936e-157,-0.657962016751691,0.07,0.404,1.24203284871623e-152,"myofiber","Tmem106a","protein_coding"
"Timp2",6.03354554093373e-157,-0.795010466108912,0.477,0.811,1.67213681121437e-152,"myofiber","Timp2","protein_coding"
"Wdr1",1.37889989213767e-156,-0.766765736438045,0.255,0.641,3.82148316107034e-152,"myofiber","Wdr1","protein_coding"
"Gm37357",1.72417237954619e-156,-0.733659318816063,0.971,0.997,4.7783713326743e-152,"myofiber","Gm37357","TEC"
"Hexa",1.99157367484024e-156,-0.971116369159547,0.305,0.663,5.51944728245225e-152,"myofiber","Hexa","protein_coding"
"Abracl",4.61811547115026e-156,-0.593906337696725,0.069,0.403,1.27986452167458e-151,"myofiber","Abracl","protein_coding"
"Rac2",1.63850262112115e-155,-0.526700446439578,0.036,0.339,4.54094616417516e-151,"myofiber","Rac2","protein_coding"
"Ccl9",2.45117029812734e-155,-1.05999683169549,0.125,0.469,6.79317336423012e-151,"myofiber","Ccl9","protein_coding"
"Mylk4",2.75034791362508e-155,0.981549506229207,0.767,0.507,7.62231420782054e-151,"myofiber","Mylk4","protein_coding"
"Mustn1",3.03358981746508e-155,-0.551739581978252,0.75,0.949,8.40729082012273e-151,"myofiber","Mustn1","protein_coding"
"Rpl6",3.16746564089007e-155,-0.793474898669746,0.814,0.911,8.77831427716274e-151,"myofiber","Rpl6","protein_coding"
"Itgb2",5.06820923998544e-155,-0.899848421217217,0.098,0.436,1.40460350876956e-150,"myofiber","Itgb2","protein_coding"
"Fth1",1.75295085662606e-154,-0.858036816026086,0.998,0.999,4.85812800405345e-150,"myofiber","Fth1","protein_coding"
"Gm39459",2.61504278120465e-154,-0.628128610118741,0.083,0.428,7.24732956383057e-150,"myofiber","Gm39459","lncRNA"
"Ly86",2.86860945220185e-154,-0.462889214838005,0.028,0.318,7.9500642358322e-150,"myofiber","Ly86","protein_coding"
"Pgam1",3.79690618136033e-154,-0.901096099258192,0.165,0.525,1.0522745791022e-149,"myofiber","Pgam1","protein_coding"
"Maged1",3.8661146537837e-154,-0.646159492546861,0.162,0.542,1.07145501514961e-149,"myofiber","Maged1","protein_coding"
"Myoz1",5.35275191366689e-154,0.681601030172606,0.989,0.912,1.48346166535364e-149,"myofiber","Myoz1","protein_coding"
"Cdc42",6.65246063692384e-154,-0.863582691310479,0.616,0.853,1.84366294091707e-149,"myofiber","Cdc42","protein_coding"
"Clta",7.73624991687045e-154,-0.995253005969581,0.354,0.696,2.14402430196148e-149,"myofiber","Clta","protein_coding"
"Selenow",1.1605718029587e-153,0.522736927357352,0.996,0.994,3.21640869471974e-149,"myofiber","Selenow","protein_coding"
"Ywhaz",1.33764566135839e-153,-0.878240068677764,0.346,0.707,3.70715118588865e-149,"myofiber","Ywhaz","protein_coding"
"Rps2",3.42039600202249e-153,-0.829656779101939,0.962,0.971,9.47928548000512e-149,"myofiber","Rps2","protein_coding"
"Lum",6.70528814588584e-153,-0.94576569473752,0.366,0.726,1.8583035567508e-148,"myofiber","Lum","protein_coding"
"Lsp1",9.34487783295984e-153,-0.702007637346211,0.252,0.643,2.58983944262649e-148,"myofiber","Lsp1","protein_coding"
"Rpl10a",2.64242954444756e-152,-1.062655101146,0.639,0.821,7.32322923948196e-148,"myofiber","Rpl10a","protein_coding"
"Ndufb9",2.78884289060683e-152,0.611187260762287,0.99,0.968,7.72899918702778e-148,"myofiber","Ndufb9","protein_coding"
"Hmgn1",5.63266669313076e-152,-0.746268100016597,0.27,0.654,1.56103724733426e-147,"myofiber","Hmgn1","protein_coding"
"Flna",1.30705912257542e-151,-0.966967935004658,0.345,0.704,3.62238365230553e-147,"myofiber","Flna","protein_coding"
"Trdn",1.56470066229179e-151,0.828932571598399,0.888,0.658,4.33641141547547e-147,"myofiber","Trdn","protein_coding"
"Ifi30",1.9576197530347e-151,-0.845919834991827,0.148,0.502,5.42534738356037e-147,"myofiber","Ifi30","protein_coding"
"Gm47283",2.89811991312175e-151,-0.772240285683971,0.411,0.764,8.03184952722562e-147,"myofiber","Gm47283","lncRNA"
"Trim54",1.44773968096917e-150,0.872018204357961,0.819,0.63,4.01226575183795e-146,"myofiber","Trim54","protein_coding"
"Cilp",3.17915408552694e-150,-1.14209838201702,0.248,0.607,8.81070763262935e-146,"myofiber","Cilp","protein_coding"
"Rgs10",3.62754731850043e-150,-0.554766592449754,0.062,0.383,1.00533846384921e-145,"myofiber","Rgs10","protein_coding"
"Ankrd1",5.61217634689503e-150,-0.768122201556716,0.229,0.627,1.55535855277849e-145,"myofiber","Ankrd1","protein_coding"
"Cd53",6.71513679097743e-150,-0.666761527125833,0.069,0.389,1.86103301025148e-145,"myofiber","Cd53","protein_coding"
"Gm43846",1.02678586033918e-149,-0.715385071970599,0.89,0.977,2.845634333344e-145,"myofiber","Gm43846","lncRNA"
"Gnai2",1.12686845260679e-149,-0.805392926022647,0.301,0.667,3.12300322955445e-145,"myofiber","Gnai2","protein_coding"
"Atp2a2",1.37683328934773e-149,-0.700053463554628,0.283,0.674,3.81575577809829e-145,"myofiber","Atp2a2","protein_coding"
"Tubb2a",4.06102449954775e-149,-0.660801742972469,0.152,0.518,1.12547232980466e-144,"myofiber","Tubb2a","protein_coding"
"Calr",1.03941449438643e-148,-1.32184531140904,0.629,0.84,2.88063332974256e-144,"myofiber","Calr","protein_coding"
"Atp1a1",1.85572759214739e-148,-0.77168448279636,0.253,0.629,5.14296344887726e-144,"myofiber","Atp1a1","protein_coding"
"Slc2a4",1.94024750753017e-148,0.748298165718406,0.879,0.681,5.37720194236911e-144,"myofiber","Slc2a4","protein_coding"
"Hnrnpf",3.37287807405736e-147,-0.869400286436213,0.264,0.631,9.34759429444257e-143,"myofiber","Hnrnpf","protein_coding"
"Anxa1",6.93845289861482e-147,-0.915573933551004,0.197,0.549,1.92292283632211e-142,"myofiber","Anxa1","protein_coding"
"Arpc4",1.01021335519362e-146,-0.965841977734176,0.302,0.647,2.79970529258361e-142,"myofiber","Arpc4","protein_coding"
"Cmtm3",1.40383749937027e-146,-0.504449022248918,0.078,0.414,3.89059524575477e-142,"myofiber","Cmtm3","protein_coding"
"Igfbp7",1.69395814477134e-146,-0.852281404528459,0.652,0.875,4.6946356024193e-142,"myofiber","Igfbp7","protein_coding"
"Cybb",1.80367871856225e-146,-0.491663907668857,0.054,0.366,4.99871520062341e-142,"myofiber","Cybb","protein_coding"
"Sdc3",2.1512167037483e-146,-0.665058532026272,0.147,0.511,5.96188197276804e-142,"myofiber","Sdc3","protein_coding"
"Pdpn",3.47471590568865e-146,-0.579481402937254,0.069,0.391,9.62982766102553e-142,"myofiber","Pdpn","protein_coding"
"Rpl23a",8.84941777973291e-146,-0.756302118559038,0.8,0.906,2.45252764347518e-141,"myofiber","Rpl23a","protein_coding"
"Tpm1",1.94888284813906e-145,0.65118796008121,1,1,5.40113392533258e-141,"myofiber","Tpm1","protein_coding"
"Spi1",2.03652004993716e-145,-0.562574222379226,0.057,0.365,5.64401166639585e-141,"myofiber","Spi1","protein_coding"
"Sdhb",3.53608646469898e-145,0.666726615240377,0.948,0.881,9.79991002826675e-141,"myofiber","Sdhb","protein_coding"
"Col6a1",4.33885818400648e-145,-0.818205809849478,0.398,0.758,1.20247115711555e-140,"myofiber","Col6a1","protein_coding"
"Rpl28",5.7056956439504e-145,-0.742047592773987,0.833,0.917,1.58127649076441e-140,"myofiber","Rpl28","protein_coding"
"Gnb1",7.79312522943314e-145,-0.778177695111801,0.262,0.628,2.1597867260851e-140,"myofiber","Gnb1","protein_coding"
"Hsp90aa1",1.29667139804798e-144,-0.837900360867634,0.199,0.557,3.59359511255018e-140,"myofiber","Hsp90aa1","protein_coding"
"P2ry6",1.43006966455948e-144,-0.538518532615543,0.052,0.352,3.96329506836013e-140,"myofiber","P2ry6","protein_coding"
"Plin2",1.8693275945147e-144,-0.969795977465787,0.144,0.484,5.18065449543804e-140,"myofiber","Plin2","protein_coding"
"Ms4a6d",3.29258954208144e-144,-0.667163411786578,0.049,0.343,9.1250826569245e-140,"myofiber","Ms4a6d","protein_coding"
"Ptpn6",3.47389079310224e-144,-0.617555253751805,0.049,0.343,9.62754094400354e-140,"myofiber","Ptpn6","protein_coding"
"Eef1a2",1.19152824127229e-142,0.708672682999253,0.939,0.838,3.30220136786203e-138,"myofiber","Eef1a2","protein_coding"
"Hspa5",2.02586572068913e-142,-1.07657689457293,0.597,0.832,5.61448425831785e-138,"myofiber","Hspa5","protein_coding"
"Pld3",2.64247733243948e-142,-0.606768120692997,0.131,0.482,7.32336167912278e-138,"myofiber","Pld3","protein_coding"
"Nckap1l",2.67469921326014e-142,-0.523084953036049,0.041,0.329,7.41266139962914e-138,"myofiber","Nckap1l","protein_coding"
"Cyth4",3.79482564080373e-142,-0.554083310053487,0.054,0.355,1.05169797809235e-137,"myofiber","Cyth4","protein_coding"
"Ndufa4",4.16689452660598e-142,0.459289953205831,0.995,0.992,1.15481314910358e-137,"myofiber","Ndufa4","protein_coding"
"Actr3",1.16338375753517e-141,-0.889438434556754,0.18,0.524,3.22420174563297e-137,"myofiber","Actr3","protein_coding"
"Hcls1",2.6311796625151e-141,-0.49412439867174,0.042,0.33,7.29205131669434e-137,"myofiber","Hcls1","protein_coding"
"Rpl31",5.06508959266272e-141,-0.902132302877243,0.678,0.827,1.40373892971055e-136,"myofiber","Rpl31","protein_coding"
"Stmn1",1.21502583944007e-140,-0.553658766365804,0.069,0.385,3.36732261142422e-136,"myofiber","Stmn1","protein_coding"
"Pink1",1.42156307285134e-140,0.77137322006718,0.86,0.7,3.93971990010021e-136,"myofiber","Pink1","protein_coding"
"Arpc2",1.69140872798092e-140,-0.898981790185498,0.283,0.63,4.68757014872632e-136,"myofiber","Arpc2","protein_coding"
"Ifitm2",2.14054658225322e-140,-0.882064998657427,0.467,0.763,5.93231079805657e-136,"myofiber","Ifitm2","protein_coding"
"Ndrg2",2.60881763936729e-140,0.609086574288814,0.982,0.918,7.2300772057425e-136,"myofiber","Ndrg2","protein_coding"
"Manf",2.68392824073661e-140,-0.741552074001997,0.196,0.553,7.43823872637744e-136,"myofiber","Manf","protein_coding"
"Cox6c",4.67943297979763e-140,0.445313086248297,0.997,0.993,1.29685805602111e-135,"myofiber","Cox6c","protein_coding"
"Gusb",7.84367270936159e-140,-0.691607925415006,0.102,0.428,2.17379545467247e-135,"myofiber","Gusb","protein_coding"
"Itgb1",1.06477285844365e-139,-0.704578527301264,0.46,0.794,2.95091149989074e-135,"myofiber","Itgb1","protein_coding"
"Hnrnpk",1.73979402040134e-139,-0.751118117571283,0.621,0.851,4.82166514814026e-135,"myofiber","Hnrnpk","protein_coding"
"Gapdh",1.90217501202166e-139,0.487072688119542,1,0.996,5.27168782831682e-135,"myofiber","Gapdh","protein_coding"
"Cd9",1.92499588625711e-139,-0.769291319491164,0.247,0.615,5.33493359917295e-135,"myofiber","Cd9","protein_coding"
"Pycard",2.33045541446155e-139,-0.619372877918807,0.063,0.363,6.45862413563874e-135,"myofiber","Pycard","protein_coding"
"Sat1",2.66368970497791e-139,-0.731643033588422,0.185,0.538,7.38214964837577e-135,"myofiber","Sat1","protein_coding"
"Gm2a",3.82492958426312e-139,-0.696006287731835,0.169,0.523,1.06004098498268e-134,"myofiber","Gm2a","protein_coding"
"Arhgdib",4.79068898458109e-139,-0.779996845975479,0.14,0.475,1.3276915451868e-134,"myofiber","Arhgdib","protein_coding"
"Ctsa",5.03063184263214e-139,-1.00380198012981,0.412,0.726,1.39418930886707e-134,"myofiber","Ctsa","protein_coding"
"Rps27",5.05517813588568e-139,-0.986201324853164,0.64,0.784,1.40099206857936e-134,"myofiber","Rps27","protein_coding"
"Cd84",7.51025873155515e-139,-0.531050661709982,0.036,0.312,2.08139310486319e-134,"myofiber","Cd84","protein_coding"
"Litaf",7.63360034088018e-139,-0.701916236903158,0.117,0.45,2.11557599847153e-134,"myofiber","Litaf","protein_coding"
"Tm6sf1",8.63904322298427e-139,-0.451927045942425,0.071,0.391,2.39422443881786e-134,"myofiber","Tm6sf1","protein_coding"
"Erp29",1.1918282777711e-138,-0.923500296769227,0.253,0.601,3.30303288901482e-134,"myofiber","Erp29","protein_coding"
"Msn",1.19764165719729e-138,-0.805828616338322,0.193,0.541,3.31914408875658e-134,"myofiber","Msn","protein_coding"
"Vat1",2.1472127102898e-138,-0.654970393125447,0.133,0.478,5.95078530529714e-134,"myofiber","Vat1","protein_coding"
"Lox",6.44779883747378e-138,-0.64805147402756,0.105,0.439,1.78694296981748e-133,"myofiber","Lox","protein_coding"
"Atp6v0e",1.66793514326805e-137,-0.731249713913582,0.245,0.605,4.62251545605306e-133,"myofiber","Atp6v0e","protein_coding"
"Ccr2",2.17342587313251e-137,-0.763250670025055,0.093,0.405,6.02343246479943e-133,"myofiber","Ccr2","protein_coding"
"Plekho1",2.64250563488571e-137,-0.498538096472325,0.087,0.412,7.32344011652226e-133,"myofiber","Plekho1","protein_coding"
"Tmem38a",4.91551016110807e-137,0.623107794386031,0.974,0.877,1.36228448604949e-132,"myofiber","Tmem38a","protein_coding"
"Rrbp1",4.98080255610173e-137,-0.722109592934027,0.228,0.589,1.38037962039803e-132,"myofiber","Rrbp1","protein_coding"
"Dab2",5.74932393118698e-137,-0.735595345124447,0.134,0.469,1.59336763428916e-132,"myofiber","Dab2","protein_coding"
"Sgpl1",1.02191997581623e-136,-0.520288508593146,0.062,0.363,2.83214902097711e-132,"myofiber","Sgpl1","protein_coding"
"Hsp90ab1",1.63865928886583e-136,-0.62154127578585,0.939,0.976,4.54138035316276e-132,"myofiber","Hsp90ab1","protein_coding"
"Snx5",2.53930825503824e-136,-0.852017447402612,0.291,0.633,7.03743889801299e-132,"myofiber","Snx5","protein_coding"
"Fcgr1",3.72701624174624e-136,-0.497293925531004,0.031,0.297,1.03290528123755e-131,"myofiber","Fcgr1","protein_coding"
"Rpl27",3.97001837015755e-136,-0.848998035995987,0.69,0.829,1.10025089110546e-131,"myofiber","Rpl27","protein_coding"
"Hspa8",5.15742016371077e-136,-0.53180812083051,0.921,0.968,1.4293274241708e-131,"myofiber","Hspa8","protein_coding"
"Canx",1.70493683267397e-135,-0.986942665063738,0.447,0.739,4.72506193807264e-131,"myofiber","Canx","protein_coding"
"Ptms",1.81766870942012e-135,-0.720667285588043,0.415,0.756,5.03748706128691e-131,"myofiber","Ptms","protein_coding"
"Mt2",3.60658336407167e-135,-0.844914832797931,0.183,0.528,9.99528513518823e-131,"myofiber","Mt2","protein_coding"
"Olfml2b",7.1335985700097e-135,-0.478167110937977,0.083,0.405,1.97700550769249e-130,"myofiber","Olfml2b","protein_coding"
"Gpnmb",8.80129843553935e-135,-1.51416086987267,0.183,0.497,2.43919184842538e-130,"myofiber","Gpnmb","protein_coding"
"App",1.47321218493353e-134,-0.666810562862045,0.296,0.667,4.08286024932478e-130,"myofiber","App","protein_coding"
"P4hb",1.86013284589509e-134,-0.858417162218615,0.592,0.833,5.15517216911364e-130,"myofiber","P4hb","protein_coding"
"Cmya5",4.80285197796606e-134,0.690509573948617,0.923,0.791,1.33106239717351e-129,"myofiber","Cmya5","protein_coding"
"Uap1l1",5.50508641621976e-134,-0.643588482844461,0.086,0.394,1.52567964939114e-129,"myofiber","Uap1l1","protein_coding"
"Cebpa",2.82372222642921e-133,-0.624184554063507,0.069,0.367,7.82566377832591e-129,"myofiber","Cebpa","protein_coding"
"Rpl15",5.6470830560851e-133,-0.820408268712015,0.766,0.869,1.56503259816343e-128,"myofiber","Rpl15","protein_coding"
"Sh3bgrl",6.13318988189106e-133,-0.60817076026513,0.119,0.45,1.69975224386729e-128,"myofiber","Sh3bgrl","protein_coding"
"Fcgr2b",6.72008169602014e-133,-0.467636961070808,0.06,0.354,1.86240344123502e-128,"myofiber","Fcgr2b","protein_coding"
"Chil3",8.26777783024559e-133,-0.703048122083225,0.038,0.302,2.29133194787426e-128,"myofiber","Chil3","protein_coding"
"Srgn",1.32685976577172e-132,-0.719601212255313,0.18,0.528,3.67725915485973e-128,"myofiber","Srgn","protein_coding"
"Col6a2",1.63444230919808e-132,-0.815241237581296,0.406,0.739,4.52969341571157e-128,"myofiber","Col6a2","protein_coding"
"Tpm3",2.31327114650487e-132,-0.990157980122809,0.216,0.55,6.4109996554236e-128,"myofiber","Tpm3","protein_coding"
"Rhoa",4.16855318404075e-132,-0.805752842050258,0.532,0.795,1.15527282942505e-127,"myofiber","Rhoa","protein_coding"
"Ndufb2",4.40873920491622e-132,0.588284799458962,0.958,0.899,1.22183798325048e-127,"myofiber","Ndufb2","protein_coding"
"Uqcrq",3.37154216097725e-131,0.485743849000228,0.993,0.986,9.34389194493234e-127,"myofiber","Uqcrq","protein_coding"
"Sar1b",9.5417961268792e-131,0.678914963728567,0.897,0.771,2.6444133786033e-126,"myofiber","Sar1b","protein_coding"
"Lasp1",1.42366147959803e-130,-0.580921348035925,0.117,0.447,3.94553542455797e-126,"myofiber","Lasp1","protein_coding"
"Rpl13a",1.6966061223096e-130,-1.87434687193189,0.176,0.47,4.70197420736883e-126,"myofiber","Rpl13a","protein_coding"
"Hmgb2",1.79313107725993e-130,-0.667071229888217,0.083,0.384,4.96948346751818e-126,"myofiber","Hmgb2","protein_coding"
"Plac8",2.01911442652482e-130,-0.515737700323089,0.036,0.302,5.59577372167088e-126,"myofiber","Plac8","protein_coding"
