"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","biotype"
"Neat1.1",1.44800271154063e-50,0.307031954482305,0.914,0.87,4.01299471476371e-46,"yPAP","Neat1","lncRNA"
"Sdhb.1",1.58634325577201e-50,0.30976758499276,0.922,0.832,4.39639169904655e-46,"yPAP","Sdhb","protein_coding"
"Dlgap4.1",1.97536854296621e-50,-0.367910770141371,0.399,0.568,5.47453637997655e-46,"yPAP","Dlgap4","protein_coding"
"Sparc.1",2.28195510226742e-50,-0.461145815957904,0.864,0.913,6.32421037042392e-46,"yPAP","Sparc","protein_coding"
"Oaz2.1",2.70068945654745e-50,-0.285178249711097,0.419,0.613,7.48469075987561e-46,"yPAP","Oaz2","protein_coding"
"Cd63.1",3.20553038609804e-50,-0.382295233277947,0.722,0.861,8.8838069120321e-46,"yPAP","Cd63","protein_coding"
"2310065F04Rik.1",3.73124697925513e-50,0.401297205994458,0.4,0.27,1.03407778783077e-45,"yPAP","2310065F04Rik","lncRNA"
"Rnf115.1",5.83709081153214e-50,-0.298938418451059,0.4,0.605,1.61769134750802e-45,"yPAP","Rnf115","protein_coding"
"Map4.1",1.13327579594317e-49,-0.344977352694485,0.615,0.792,3.1407605408769e-45,"yPAP","Map4","protein_coding"
"Dusp3.1",1.3995726783006e-49,-0.321621419813886,0.427,0.623,3.87877572064227e-45,"yPAP","Dusp3","protein_coding"
"Tnfrsf12a.1",8.51484775596671e-49,-0.332820340308191,0.387,0.572,2.35980490708861e-44,"yPAP","Tnfrsf12a","protein_coding"
"Eif4a1.1",9.91943878242014e-49,0.673678862133157,0.634,0.665,2.74907326415992e-44,"yPAP","Eif4a1","protein_coding"
"Tapbp.1",2.32356231108023e-48,-0.388354090344958,0.395,0.588,6.43952058892776e-44,"yPAP","Tapbp","protein_coding"
"Sap18.1",3.94861577347177e-48,0.409434524349597,0.272,0.131,1.09431937545997e-43,"yPAP","Sap18","protein_coding"
"Cav3.1",4.17228662361594e-48,-0.315165511896951,0.322,0.505,1.15630751486892e-43,"yPAP","Cav3","protein_coding"
"Pygm.1",4.765648568191e-48,0.26617824491362,0.994,0.984,1.32075184418845e-43,"yPAP","Pygm","protein_coding"
"Itgb1bp2.1",5.07794113566902e-48,-0.454831209085687,0.596,0.723,1.40730060633931e-43,"yPAP","Itgb1bp2","protein_coding"
"Psmd4.1",6.15164245412294e-48,-0.387781383633035,0.594,0.759,1.70486618973563e-43,"yPAP","Psmd4","protein_coding"
"1810058I24Rik.1",7.04581914838314e-48,-0.333570573139654,0.524,0.682,1.9526783187829e-43,"yPAP","1810058I24Rik","protein_coding"
"Msi2.1",1.45318011244962e-47,-0.269003763630302,0.373,0.576,4.02734336364288e-43,"yPAP","Msi2","protein_coding"
"mt-Nd2.1",7.94169534666595e-47,0.265284190089666,1,1,2.200961448375e-42,"yPAP","mt-Nd2","protein_coding"
"Znrf3.1",1.08539611098237e-46,0.462171367300301,0.13,0.032,3.00806678197653e-42,"yPAP","Znrf3","protein_coding"
"Tspan3.1",1.10371731845978e-46,-0.338289627875174,0.606,0.733,3.05884217637944e-42,"yPAP","Tspan3","protein_coding"
"Tcf4.1",2.50290105239641e-46,-0.275190951139065,0.33,0.525,6.9365399766114e-42,"yPAP","Tcf4","protein_coding"
"Lgals3bp.1",4.28978990521895e-46,-0.35953022449991,0.302,0.475,1.18887237433238e-41,"yPAP","Lgals3bp","protein_coding"
"Ms4a7.1",5.26685946752989e-46,-0.342125881079911,0.241,0.405,1.45965743283123e-41,"yPAP","Ms4a7","protein_coding"
"Rpl17.1",1.23702198243146e-45,-0.32316792731077,0.555,0.754,3.42828272211054e-41,"yPAP","Rpl17","protein_coding"
"Mt3.1",1.5624222990558e-45,-0.36900677728052,0.243,0.407,4.33009715960323e-41,"yPAP","Mt3","protein_coding"
"Ppm1b.1",2.20457780486356e-45,-0.263832193799381,0.375,0.569,6.10976692839886e-41,"yPAP","Ppm1b","protein_coding"
"Trafd1.1",5.54183927895088e-45,-0.262099373668342,0.232,0.404,1.53586533776845e-40,"yPAP","Trafd1","protein_coding"
"H2-Aa.1",3.28303957676107e-44,-0.482460069116635,0.521,0.67,9.09861588303563e-40,"yPAP","H2-Aa","protein_coding"
"Rplp2.1",3.79881722342528e-44,-0.252980361246144,0.955,0.972,1.05280420530008e-39,"yPAP","Rplp2","protein_coding"
"Tspo.1",4.52190981409711e-44,-0.346396078525342,0.466,0.646,1.25320208587887e-39,"yPAP","Tspo","protein_coding"
"Fam104a.1",5.61987073711452e-44,-0.261563366408606,0.317,0.496,1.55749097608392e-39,"yPAP","Fam104a","protein_coding"
"Ube3b.1",6.47199641591091e-44,-0.255185738745032,0.356,0.549,1.79364908670555e-39,"yPAP","Ube3b","protein_coding"
"Tm6sf1.1",6.48005469067686e-44,-0.255694307794375,0.197,0.348,1.79588235697418e-39,"yPAP","Tm6sf1","protein_coding"
"Glul.1",1.89235605566264e-43,0.384453952631141,0.671,0.627,5.24447557266343e-39,"yPAP","Glul","protein_coding"
"Psmd8.1",4.26666776194241e-43,-0.315685917095581,0.714,0.828,1.18246430354472e-38,"yPAP","Psmd8","protein_coding"
"Akt2.1",4.75087597534415e-43,-0.307968146953393,0.475,0.648,1.31665776780688e-38,"yPAP","Akt2","protein_coding"
"S100a16.1",8.23732988338393e-43,-0.286055608904195,0.449,0.642,2.28289360388102e-38,"yPAP","S100a16","protein_coding"
"Odc1.1",1.1105376153636e-42,-0.286018306259695,0.387,0.589,3.07774394721868e-38,"yPAP","Odc1","protein_coding"
"Tmem176b.1",1.14434891363508e-42,-0.319552774050311,0.261,0.423,3.17144857924826e-38,"yPAP","Tmem176b","protein_coding"
"Larp1.1",1.29354502189303e-42,-0.275911439830185,0.343,0.531,3.58493067367435e-38,"yPAP","Larp1","protein_coding"
"Cdh13.1",1.49336286175685e-42,-0.250455478555893,0.42,0.61,4.13870583507294e-38,"yPAP","Cdh13","protein_coding"
"Loxl1.1",1.62560225877958e-42,-0.331532277298654,0.388,0.566,4.50519409998173e-38,"yPAP","Loxl1","protein_coding"
"Rbm3.1",2.05304083707846e-42,-0.45601961833794,0.559,0.759,5.68979737587923e-38,"yPAP","Rbm3","protein_coding"
"Gm4841.1",5.12827878710971e-42,-0.468254863461838,0.09,0.201,1.42125118305958e-37,"yPAP","Gm4841","protein_coding"
"Cnbp.1",5.30634868986078e-42,-0.268980243876598,0.864,0.908,1.47060147590802e-37,"yPAP","Cnbp","protein_coding"
"Col5a1.1",8.79384237673901e-42,-0.352058511693708,0.416,0.588,2.43712547628945e-37,"yPAP","Col5a1","protein_coding"
"C1qb.1",9.1251078839082e-42,-0.358841311336541,0.467,0.649,2.52893239894632e-37,"yPAP","C1qb","protein_coding"
"Eef1g.1",9.69053792024566e-42,-0.312884861000121,0.835,0.883,2.68563567921688e-37,"yPAP","Eef1g","protein_coding"
"Ifi211.1",1.27556030104962e-41,-0.326242078243398,0.108,0.227,3.53508781832891e-37,"yPAP","Ifi211","protein_coding"
"Zmat2.1",1.47816253246994e-41,-0.274618365586608,0.333,0.514,4.09657964248718e-37,"yPAP","Zmat2","protein_coding"
"Hbb-bs.1",1.50359377405621e-41,0.977863203682637,0.687,0.56,4.16705978541939e-37,"yPAP","Hbb-bs","protein_coding"
"Bc1.1",3.42352378800215e-41,-0.664035017592572,0.655,0.787,9.48795382606915e-37,"yPAP","Bc1","lncRNA"
"Mpeg1.1",3.60485481898041e-41,-0.396290378923682,0.381,0.572,9.99049464532232e-37,"yPAP","Mpeg1","protein_coding"
"Gadd45a.1",6.73882758671509e-41,-0.333346767384052,0.22,0.37,1.86759867738222e-36,"yPAP","Gadd45a","protein_coding"
"C1qc.1",8.59426652930245e-41,-0.375788860137256,0.43,0.601,2.38181502593088e-36,"yPAP","C1qc","protein_coding"
"Srl.1",9.66798870203294e-41,-0.275700375603431,0.879,0.891,2.67938638888141e-36,"yPAP","Srl","protein_coding"
"Luc7l3.1",1.3797800545539e-40,-0.262022690257084,0.268,0.436,3.82392244319068e-36,"yPAP","Luc7l3","protein_coding"
"Dnajb6.1",3.06542512352311e-40,-0.267800907107308,0.389,0.571,8.49551918733195e-36,"yPAP","Dnajb6","protein_coding"
"Klhl40.1",4.5582785466315e-40,-0.295210335130315,0.624,0.768,1.26328131641345e-35,"yPAP","Klhl40","protein_coding"
"Xirp1.1",4.65850427913917e-40,-0.327591128227848,0.469,0.639,1.29105787592063e-35,"yPAP","Xirp1","protein_coding"
"Cox7a2l.1",5.21052584827926e-40,-0.336615255373512,0.628,0.746,1.44404513359211e-35,"yPAP","Cox7a2l","protein_coding"
"Mllt3.1",5.90474831204795e-40,-0.272035396344694,0.44,0.628,1.63644194720097e-35,"yPAP","Mllt3","protein_coding"
"Spag7.1",8.66440774381906e-40,0.337817530121781,0.439,0.351,2.40125396212201e-35,"yPAP","Spag7","protein_coding"
"Eprs.1",8.79471573247579e-40,-0.293427792569476,0.447,0.635,2.43736751809834e-35,"yPAP","Eprs","protein_coding"
"Ubxn1.1",1.90072756159081e-39,-0.305628028361669,0.655,0.78,5.26767636419278e-35,"yPAP","Ubxn1","protein_coding"
"Grn.1",1.91522032392739e-39,-0.375825923687848,0.564,0.75,5.30784160573237e-35,"yPAP","Grn","protein_coding"
"Tsc22d3.1",2.00550985498659e-39,0.285946383734319,0.696,0.651,5.55807001210983e-35,"yPAP","Tsc22d3","protein_coding"
"Plin4.1",2.61689904135674e-39,0.321829897031543,0.393,0.276,7.25247400321606e-35,"yPAP","Plin4","protein_coding"
"Col6a3.1",2.75180668506701e-39,-0.379112952353204,0.549,0.695,7.62635704699472e-35,"yPAP","Col6a3","protein_coding"
"Pomp.1",2.98082533085821e-39,-0.307542227487188,0.617,0.764,8.26105932194044e-35,"yPAP","Pomp","protein_coding"
"Ndufa10.1",3.92571192634782e-39,-0.266588664080323,0.776,0.845,1.08797180326804e-34,"yPAP","Ndufa10","protein_coding"
"Prkaca.1",4.92306559399072e-39,-0.316843157401763,0.466,0.62,1.36437839871859e-34,"yPAP","Prkaca","protein_coding"
"Hacd1.1",7.67837110409666e-39,-0.310698734175356,0.422,0.578,2.12798376778935e-34,"yPAP","Hacd1","protein_coding"
"Rpl36a.1",1.6917596384711e-38,-0.326969723605262,0.499,0.671,4.6885426620588e-34,"yPAP","Rpl36a","protein_coding"
"Ms4a4c.1",1.90592795362559e-38,-0.313157128240471,0.089,0.194,5.28208873067795e-34,"yPAP","Ms4a4c","protein_coding"
"Map1lc3a.1",1.91144505291439e-38,-0.344237753443447,0.821,0.851,5.29737881964695e-34,"yPAP","Map1lc3a","protein_coding"
"Adipor1.1",1.94319593253591e-38,-0.332637091621702,0.592,0.757,5.38537320743001e-34,"yPAP","Adipor1","protein_coding"
"Maf.1",3.59047296409129e-38,-0.39728330098083,0.639,0.787,9.9506367726826e-34,"yPAP","Maf","protein_coding"
"Psap.1",4.84069670943108e-38,-0.414763554661085,0.978,0.987,1.34155068605173e-33,"yPAP","Psap","protein_coding"
"Slfn2.1",6.23143834293563e-38,-0.270743939772329,0.146,0.275,1.72698082236118e-33,"yPAP","Slfn2","protein_coding"
"Igfbp4.1",6.25040776924256e-38,-0.395332863094543,0.482,0.628,1.73223800916788e-33,"yPAP","Igfbp4","protein_coding"
"Tuba8.1",7.02903770328776e-38,-0.35384311786906,0.544,0.69,1.94802750908917e-33,"yPAP","Tuba8","protein_coding"
"Csnk1a1.1",8.16000396241026e-38,-0.338303913039654,0.516,0.685,2.26146349814238e-33,"yPAP","Csnk1a1","protein_coding"
"Jsrp1.1",9.16800838599333e-38,-0.256525875450158,0.833,0.89,2.54082184409419e-33,"yPAP","Jsrp1","protein_coding"
"Stat1.1",1.12859450830358e-37,-0.269487389267815,0.194,0.333,3.12778682031253e-33,"yPAP","Stat1","protein_coding"
"Nr4a1.1",1.39821847728874e-37,0.326166736222217,0.476,0.38,3.875022687958e-33,"yPAP","Nr4a1","protein_coding"
"Myf6.1",7.1474907343616e-37,-0.310657132495333,0.494,0.672,1.98085558212097e-32,"yPAP","Myf6","protein_coding"
"Tmem259.1",1.399356237594e-36,-0.260380477007862,0.378,0.549,3.878175876868e-32,"yPAP","Tmem259","protein_coding"
"Maged1.1",1.4219916880332e-36,-0.291831758670808,0.311,0.463,3.94090776421522e-32,"yPAP","Maged1","protein_coding"
"Phkg1.1",2.36224833710292e-36,0.329658724832263,0.682,0.641,6.54673504144703e-32,"yPAP","Phkg1","protein_coding"
"Tubb2a.1",2.58988568253522e-36,-0.279327342946343,0.296,0.45,7.17760918057812e-32,"yPAP","Tubb2a","protein_coding"
"Trim12c.1",6.00213287434078e-36,-0.259682615496602,0.068,0.161,1.6634311047948e-31,"yPAP","Trim12c","protein_coding"
"H2bc4.1",7.23522710072955e-36,-0.267530558536158,0.564,0.715,2.00517083869619e-31,"yPAP","H2bc4","protein_coding"
"Rpl12.1",1.39703873620756e-35,0.571262446549625,0.367,0.217,3.87175315352562e-31,"yPAP","Rpl12","protein_coding"
"Col3a1.1",1.40323410670789e-35,-0.43205983435361,0.863,0.885,3.88892300333025e-31,"yPAP","Col3a1","protein_coding"
"Sec61g.1",1.42082330691101e-35,0.608167083788961,0.373,0.261,3.93766971277317e-31,"yPAP","Sec61g","protein_coding"
"Eif3a.1",1.54168267184883e-35,-0.26559213946444,0.368,0.55,4.27261935676184e-31,"yPAP","Eif3a","protein_coding"
"Hras.1",2.36055164413173e-35,-0.26358725336844,0.422,0.582,6.54203282654669e-31,"yPAP","Hras","protein_coding"
"Plec.1",3.46322616490176e-35,-0.256948384350464,0.817,0.871,9.59798499340874e-31,"yPAP","Plec","protein_coding"
"Apod.1",7.93868764064522e-35,-0.436837543054333,0.467,0.622,2.20012789272842e-30,"yPAP","Apod","protein_coding"
"Npc2.1",8.92759373257287e-35,-0.358693964180464,0.481,0.64,2.47419332704524e-30,"yPAP","Npc2","protein_coding"
"Trp53inp2.1",1.61892803591199e-34,-0.301511971694957,0.572,0.697,4.48669715872649e-30,"yPAP","Trp53inp2","protein_coding"
"Golga4.1",2.942847515301e-34,-0.254129018806572,0.408,0.588,8.15580760390518e-30,"yPAP","Golga4","protein_coding"
"Trim35.1",3.6788071555021e-34,-0.289031875066448,0.466,0.613,1.01954461507585e-29,"yPAP","Trim35","protein_coding"
"Smtn.1",3.82589184675721e-34,-0.289173203839106,0.425,0.59,1.06030766641029e-29,"yPAP","Smtn","protein_coding"
"Rpl37.1",3.9331442488582e-34,0.301658432797233,0.949,0.912,1.09003159712856e-29,"yPAP","Rpl37","protein_coding"
"Samhd1.1",5.12003084757712e-34,-0.258577556419076,0.212,0.356,1.41896534909752e-29,"yPAP","Samhd1","protein_coding"
"Zfp91.1",6.00998689366767e-34,-0.329531537108826,0.369,0.526,1.66560776771106e-29,"yPAP","Zfp91","protein_coding"
"Psmd13.1",6.43536681324761e-34,-0.32164567885367,0.51,0.675,1.78349755862344e-29,"yPAP","Psmd13","protein_coding"
"Psmc3.1",8.67373330228915e-34,-0.284701286014289,0.743,0.845,2.40383844739641e-29,"yPAP","Psmc3","protein_coding"
"Mybph.1",8.68946746699594e-34,-0.274521842897234,0.666,0.786,2.40819901380326e-29,"yPAP","Mybph","protein_coding"
"Ktn1.1",1.31384377697298e-33,-0.255620149832538,0.497,0.667,3.64118664350291e-29,"yPAP","Ktn1","protein_coding"
"Trim54.1",1.54206442111574e-33,0.369950822380094,0.744,0.716,4.27367733668015e-29,"yPAP","Trim54","protein_coding"
"Idh3b.1",2.55477672333394e-33,0.260903344729449,0.849,0.775,7.08030821104768e-29,"yPAP","Idh3b","protein_coding"
"Fau.1",3.49622940885726e-33,-0.253621777584792,0.844,0.92,9.68945018370701e-29,"yPAP","Fau","protein_coding"
"Pebp1.1",6.34328399224978e-33,-0.32758232012318,0.728,0.8,1.7579777256121e-28,"yPAP","Pebp1","protein_coding"
"Col5a2.1",8.30115956883053e-33,-0.289257491880676,0.433,0.59,2.30058336290569e-28,"yPAP","Col5a2","protein_coding"
"Tacc2.1",1.08515774894514e-32,-0.274977274324276,0.769,0.851,3.00740618542656e-28,"yPAP","Tacc2","protein_coding"
"Ctsz.1",1.10329701725397e-32,-0.270547699036992,0.522,0.688,3.05767735361766e-28,"yPAP","Ctsz","protein_coding"
"Grk2.1",1.76341970497474e-32,-0.290730041149965,0.308,0.467,4.887141370367e-28,"yPAP","Grk2","protein_coding"
"Col1a1.1",3.63687772546385e-32,-0.395669644203942,0.857,0.914,1.00792429283505e-27,"yPAP","Col1a1","protein_coding"
"Mybpc2.1",5.14511964159245e-32,0.308979733565237,0.974,0.961,1.42591845747093e-27,"yPAP","Mybpc2","protein_coding"
"Mfap5.1",1.09973711220127e-31,-0.303163658743694,0.373,0.517,3.04781143275461e-27,"yPAP","Mfap5","protein_coding"
"Hspg2.1",1.32126887000234e-31,-0.322375575090126,0.66,0.77,3.66176454632449e-27,"yPAP","Hspg2","protein_coding"
"Ampd1.1",1.54889108859927e-31,0.287470851234414,0.899,0.867,4.29259676294401e-27,"yPAP","Ampd1","protein_coding"
"Vdac1.1",2.11965523572231e-31,0.260107298214152,0.931,0.885,5.87441252028081e-27,"yPAP","Vdac1","protein_coding"
"Tcirg1.1",2.73560298553504e-31,-0.266825044088965,0.2,0.33,7.5814501141118e-27,"yPAP","Tcirg1","protein_coding"
"Ptp4a3.1",4.11051900167693e-31,0.314141402794705,0.824,0.79,1.13918923612475e-26,"yPAP","Ptp4a3","protein_coding"
"Asph.1",4.46852690809467e-31,-0.266828352754944,0.705,0.792,1.23840754730936e-26,"yPAP","Asph","protein_coding"
"Slc2a4.1",6.02521314674289e-31,0.304975790871319,0.801,0.742,1.66982757148833e-26,"yPAP","Slc2a4","protein_coding"
"Naa50.1",1.11360993151258e-30,-0.282758841394973,0.604,0.759,3.08625856419397e-26,"yPAP","Naa50","protein_coding"
"Asb2.1",2.03643964529736e-30,0.323335566485251,0.852,0.826,5.64378883297711e-26,"yPAP","Asb2","protein_coding"
"Rpl8.1",3.6234482436868e-30,-0.257857372593365,0.943,0.963,1.00420244625536e-25,"yPAP","Rpl8","protein_coding"
"Ndfip1.1",3.64509975782048e-30,-0.255730915515175,0.486,0.651,1.01020294688237e-25,"yPAP","Ndfip1","protein_coding"
"Unc93b1.1",4.4486071548462e-30,-0.256598165345495,0.288,0.428,1.23288698689408e-25,"yPAP","Unc93b1","protein_coding"
"Suclg1.1",5.33157484121277e-30,0.253405822749731,0.787,0.723,1.47759265149371e-25,"yPAP","Suclg1","protein_coding"
"Tppp3.1",7.39231924984291e-30,-0.288663073988285,0.355,0.507,2.04870735690146e-25,"yPAP","Tppp3","protein_coding"
"Gm11225.1",1.00097686928111e-29,-0.312299280566623,0.62,0.762,2.77410729552567e-25,"yPAP","Gm11225","processed_pseudogene"
"Dync1h1.1",1.40213428160501e-29,-0.25066706370325,0.463,0.624,3.88587494804013e-25,"yPAP","Dync1h1","protein_coding"
"Cdc42.1",1.89671542927784e-29,-0.28538302173865,0.71,0.823,5.2565571407006e-25,"yPAP","Cdc42","protein_coding"
"Lmna.1",6.13950516337399e-29,-0.260373758933668,0.555,0.706,1.70150246097747e-24,"yPAP","Lmna","protein_coding"
"Reep5.1",8.70356296666401e-29,-0.305614076024697,0.675,0.801,2.41210544058126e-24,"yPAP","Reep5","protein_coding"
"Cfd.1",9.27612427513947e-29,-0.514512913989707,0.134,0.243,2.57078508161215e-24,"yPAP","Cfd","protein_coding"
"Atp6v1e1.1",1.14023859194962e-28,-0.272823950072252,0.596,0.731,3.16005723372918e-24,"yPAP","Atp6v1e1","protein_coding"
"Meg3.1",2.2639248186427e-28,-0.311511272039871,0.354,0.51,6.27424124238638e-24,"yPAP","Meg3","lncRNA"
"Mgst3.1",3.27615044192094e-28,0.279897986700413,0.726,0.657,9.0795233347397e-24,"yPAP","Mgst3","protein_coding"
"Sirpa.1",5.15879548864184e-28,-0.26975523071277,0.318,0.464,1.4297085817222e-23,"yPAP","Sirpa","protein_coding"
"2310040G24Rik.1",6.54919249472132e-28,0.302339119311562,0.654,0.607,1.81504320798707e-23,"yPAP","2310040G24Rik","lncRNA"
"H2-Eb1.1",7.45095913779066e-28,-0.350111511996047,0.47,0.601,2.0649588154473e-23,"yPAP","H2-Eb1","protein_coding"
"Nisch.1",9.48513697666067e-27,-0.280591165110494,0.459,0.598,2.62871086171174e-22,"yPAP","Nisch","protein_coding"
"Ube2v1.1",9.77499006861779e-27,-0.299827017767648,0.263,0.378,2.70904074761673e-22,"yPAP","Ube2v1","protein_coding"
"Rpl3l.1",1.16002493888572e-26,0.259505394663814,0.813,0.763,3.21489311562787e-22,"yPAP","Rpl3l","protein_coding"
"Hsp90aa1.1",4.39944545578038e-26,-0.307630109891337,0.34,0.493,1.21926231361498e-21,"yPAP","Hsp90aa1","protein_coding"
"Scn4b.1",4.49396859299363e-26,0.300817006138221,0.528,0.467,1.24545845586225e-21,"yPAP","Scn4b","protein_coding"
"Ctss.1",8.12786688360507e-26,-0.345335801081248,0.42,0.568,2.25255702812231e-21,"yPAP","Ctss","protein_coding"
"Cyba.1",1.63364404252638e-25,-0.28276285093367,0.417,0.572,4.5274810994576e-21,"yPAP","Cyba","protein_coding"
"Nbl1.1",1.86142508101987e-25,-0.25288118356411,0.297,0.431,5.15875346953847e-21,"yPAP","Nbl1","protein_coding"
"Ifitm3.1",2.39203918593723e-25,-0.301364883389335,0.626,0.749,6.62929739990644e-21,"yPAP","Ifitm3","protein_coding"
"Rpl32.1",5.44452648459578e-25,0.268550130669908,0.981,0.974,1.50889606994088e-20,"yPAP","Rpl32","protein_coding"
"Dazap2.1",7.91063612915794e-25,-0.29306466746256,0.46,0.622,2.19235369683483e-20,"yPAP","Dazap2","protein_coding"
"Surf4.1",1.57210372731013e-24,-0.28293312391128,0.539,0.693,4.35692826986729e-20,"yPAP","Surf4","protein_coding"
"Cct7.1",2.30301701168742e-24,-0.267627971308633,0.565,0.716,6.38258134619051e-20,"yPAP","Cct7","protein_coding"
"Mapk3.1",2.66835662843015e-24,-0.259864421446251,0.303,0.442,7.39508356003131e-20,"yPAP","Mapk3","protein_coding"
"Fh1.1",2.70974992728546e-24,0.258889556536257,0.705,0.681,7.50980094847893e-20,"yPAP","Fh1","protein_coding"
"Itgb1.1",3.51255489062068e-24,-0.261932785100634,0.592,0.73,9.73469462386615e-20,"yPAP","Itgb1","protein_coding"
"BC005537.1",1.41569935883916e-23,-0.276235861761029,0.481,0.646,3.92346920308686e-19,"yPAP","BC005537","protein_coding"
"Scd1.1",1.61599935960118e-23,-0.380567881012695,0.203,0.314,4.4785806251987e-19,"yPAP","Scd1","protein_coding"
"Ost4.1",1.61607392612598e-23,0.293692773829494,0.612,0.599,4.47878727886555e-19,"yPAP","Ost4","protein_coding"
"Akr1a1.1",4.43994557328421e-23,-0.281280472571237,0.643,0.769,1.23048651617999e-18,"yPAP","Akr1a1","protein_coding"
"Sat1.1",1.07683821002564e-22,-0.29133499371175,0.324,0.464,2.98434941526505e-18,"yPAP","Sat1","protein_coding"
"Rps7.1",1.18185469838292e-22,-0.267080195718954,0.401,0.535,3.27539211109842e-18,"yPAP","Rps7","protein_coding"
"H4c8.1",2.04895051652443e-22,0.270876432623487,0.283,0.206,5.67846146149581e-18,"yPAP","H4c8","protein_coding"
"Ifi27.1",2.17694525315496e-22,-0.252523650233777,0.406,0.525,6.03318607459364e-18,"yPAP","Ifi27","protein_coding"
"Dbp.1",3.8625214040126e-22,0.285745767636634,0.369,0.304,1.07045918190805e-17,"yPAP","Dbp","protein_coding"
"Pf4.1",4.71518685655316e-22,0.82099552781242,0.397,0.337,1.30676688542514e-17,"yPAP","Pf4","protein_coding"
"Pfdn5.1",6.92767425230729e-22,-0.274073645896673,0.769,0.833,1.91993564228444e-17,"yPAP","Pfdn5","protein_coding"
"Aqp1.1",9.03158182762731e-22,0.291314518827004,0.691,0.668,2.50301258770863e-17,"yPAP","Aqp1","protein_coding"
"Cbr2.1",9.54069934842512e-22,0.280704495869722,0.27,0.192,2.64410941742254e-17,"yPAP","Cbr2","protein_coding"
"Mt2.1",1.15947799395372e-21,-0.270997275135591,0.319,0.453,3.21337731244335e-17,"yPAP","Mt2","protein_coding"
"Pcolce.1",1.92524197263372e-21,-0.253479548403414,0.51,0.633,5.33561560295711e-17,"yPAP","Pcolce","protein_coding"
"Mtch1.1",1.957196985453e-21,-0.251161624604746,0.516,0.647,5.42417572548445e-17,"yPAP","Mtch1","protein_coding"
"Ccr5.1",1.95908997025175e-21,-0.38350701965796,0.119,0.2,5.42942194355571e-17,"yPAP","Ccr5","protein_coding"
"Ppp1r1a.1",1.9997471792426e-21,0.285859261295581,0.389,0.318,5.54209933255294e-17,"yPAP","Ppp1r1a","protein_coding"
"9530068E07Rik.1",2.61270579385728e-21,-0.258064684142478,0.505,0.652,7.24085283709606e-17,"yPAP","9530068E07Rik","protein_coding"
"Gm11716.1",2.75720404716808e-21,0.282393082840572,0.409,0.343,7.64131529632162e-17,"yPAP","Gm11716","lncRNA"
"Ndufaf5.1",2.89399051718364e-21,0.294032415764087,0.494,0.45,8.02040531932273e-17,"yPAP","Ndufaf5","protein_coding"
"Gpd1.1",2.98258672178283e-21,0.257634109962357,0.725,0.728,8.26594084074894e-17,"yPAP","Gpd1","protein_coding"
"Mlf1.1",5.49728988125574e-21,0.251614303710476,0.558,0.508,1.52351891769122e-16,"yPAP","Mlf1","protein_coding"
"Lmcd1.1",3.83493978568298e-20,-0.2632444260076,0.734,0.781,1.06281521220418e-15,"yPAP","Lmcd1","protein_coding"
"Myl9.1",6.07432394318676e-20,-0.266119394265041,0.339,0.457,1.68343813761478e-15,"yPAP","Myl9","protein_coding"
"Hspb6.1",7.14725824725383e-20,-0.436196218042548,0.965,0.936,1.98079115064393e-15,"yPAP","Hspb6","protein_coding"
"Rilpl1.1",1.77228754102297e-19,0.253157003349261,0.498,0.463,4.91171769119106e-15,"yPAP","Rilpl1","protein_coding"
"Pdk2.1",4.53081030683404e-19,0.27033653521831,0.661,0.651,1.25566876843599e-14,"yPAP","Pdk2","protein_coding"
"Rpl13a.1",6.18067847078184e-19,-0.352233755386214,0.292,0.396,1.71291323139248e-14,"yPAP","Rpl13a","protein_coding"
"Dnajb5.1",7.47137474216963e-19,0.260104073648446,0.383,0.334,2.07061679604489e-14,"yPAP","Dnajb5","protein_coding"
"Rps27.1",1.24300756813116e-18,0.310612599214799,0.697,0.644,3.44487117431868e-14,"yPAP","Rps27","protein_coding"
"Tuba1a.1",1.31017491931611e-18,-0.255984316298399,0.569,0.683,3.63101877139266e-14,"yPAP","Tuba1a","protein_coding"
"Mn1.1",3.37071287984857e-17,0.264068611568015,0.28,0.219,9.34159367521232e-13,"yPAP","Mn1","protein_coding"
"Myh2.1",3.43361994702101e-17,-0.631732219283792,0.823,0.854,9.51593432117403e-13,"yPAP","Myh2","protein_coding"
"Ankrd9.1",5.43690371269485e-17,0.256892855312139,0.46,0.421,1.50678349493625e-12,"yPAP","Ankrd9","protein_coding"
"Mbnl1.1",1.80223020785266e-16,-0.263185530497775,0.776,0.867,4.99470079804287e-12,"yPAP","Mbnl1","protein_coding"
"Atp5g2.1",5.80928652253099e-16,-0.33389458061818,0.223,0.302,1.60998566685424e-11,"yPAP","Atp5g2","protein_coding"
"F13a1.1",2.08827330556816e-15,0.258340121147356,0.224,0.163,5.78744063905159e-11,"yPAP","F13a1","protein_coding"
"Ssr3.1",3.03492945261843e-15,-0.264271133640667,0.62,0.75,8.41100348498672e-11,"yPAP","Ssr3","protein_coding"
"Snhg12.1",1.9292521917664e-14,0.768328665612969,0.184,0.136,5.34672952426141e-10,"yPAP","Snhg12","lncRNA"
